"","query","significant","p_value","term_size","query_size","intersection_size","precision","recall","term_id","source","term_name","effective_domain_size","source_order","evidence_codes","intersection","inCommunity","annotatedInCommunity","viralTarget"
"1540.3","query_1",TRUE,0.00566238032265343,2,2,1,0.5,0.5,"GO:1990809","hsapien_HuRI_GOBP_EXP","endoplasmic reticulum tubular network membrane organization",4238,3481,"X","ARL6IP1","ARL6IP1,CMTM5,DEFB129,NTAQ1,REEP6,SCARA5,TMED8,ZFYVE21","ARL6IP1,REEP6","ARL6IP1,REEP6"
"1540.4","query_1",TRUE,0.0113220875045914,4,2,1,0.5,0.25,"GO:0071787","hsapien_HuRI_GOBP_EXP","endoplasmic reticulum tubular network formation",4238,4521,"X","ARL6IP1","ARL6IP1,CMTM5,DEFB129,NTAQ1,REEP6,SCARA5,TMED8,ZFYVE21","ARL6IP1,REEP6","ARL6IP1,REEP6"
"1540.5","query_1",TRUE,0.0452241946411756,16,2,1,0.5,0.0625,"GO:0043154","hsapien_HuRI_GOBP_EXP","negative regulation of cysteine-type endopeptidase activity involved in apoptotic process",4238,3619,"X","ARL6IP1","ARL6IP1,CMTM5,DEFB129,NTAQ1,REEP6,SCARA5,TMED8,ZFYVE21","ARL6IP1,REEP6","ARL6IP1,REEP6"
"1555.1","query_1",TRUE,3.15023809315986e-07,6,6,3,0.5,0.5,"GO:0045109","hsapien_HuRI_GOBP_EXP","intermediate filament organization",4238,1419,"X,X,X","DES,GFAP,KRT20","DES,DPPA3,GFAP,KRT20,KRT27,KRT31,KRT72,KRT76,NFKBID,PPP1R18,PTCD1,TFIP11,VIM","DES,GFAP,KRT20,PTCD1,TFIP11,VIM","KRT27,KRT31,VIM"
"1555.2","query_1",TRUE,0.0141576215195871,1,6,1,0.166666666666667,1,"GO:0000390","hsapien_HuRI_GOBP_EXP","spliceosomal complex disassembly",4238,2113,"X","TFIP11","DES,DPPA3,GFAP,KRT20,KRT27,KRT31,KRT72,KRT76,NFKBID,PPP1R18,PTCD1,TFIP11,VIM","DES,GFAP,KRT20,PTCD1,TFIP11,VIM","KRT27,KRT31,VIM"
"1555.3","query_1",TRUE,0.0141576215195871,1,6,1,0.166666666666667,1,"GO:0042780","hsapien_HuRI_GOBP_EXP","tRNA 3'-end processing",4238,5194,"X","PTCD1","DES,DPPA3,GFAP,KRT20,KRT27,KRT31,KRT72,KRT76,NFKBID,PPP1R18,PTCD1,TFIP11,VIM","DES,GFAP,KRT20,PTCD1,TFIP11,VIM","KRT27,KRT31,VIM"
"1555.4","query_1",TRUE,0.0424227589466486,3,6,1,0.166666666666667,0.333333333333333,"GO:0043488","hsapien_HuRI_GOBP_EXP","regulation of mRNA stability",4238,12,"X","VIM","DES,DPPA3,GFAP,KRT20,KRT27,KRT31,KRT72,KRT76,NFKBID,PPP1R18,PTCD1,TFIP11,VIM","DES,GFAP,KRT20,PTCD1,TFIP11,VIM","KRT27,KRT31,VIM"
"1555.5","query_1",TRUE,0.0424227589466486,3,6,1,0.166666666666667,0.333333333333333,"GO:0032967","hsapien_HuRI_GOBP_EXP","positive regulation of collagen biosynthetic process",4238,1949,"X","VIM","DES,DPPA3,GFAP,KRT20,KRT27,KRT31,KRT72,KRT76,NFKBID,PPP1R18,PTCD1,TFIP11,VIM","DES,GFAP,KRT20,PTCD1,TFIP11,VIM","KRT27,KRT31,VIM"
"1613.1","query_1",TRUE,0.00141576215195816,1,2,1,0.5,1,"GO:0009159","hsapien_HuRI_GOBP_EXP","deoxyribonucleoside monophosphate catabolic process",4238,2909,"X","DNPH1","DDIT4L,DNPH1,KRBOX4,LMO1,PRKAB2,TSC22D4,VBP1","DNPH1,LMO1","DDIT4L,VBP1"
"1613.2","query_1",TRUE,0.0296608352473198,21,2,1,0.5,0.0476190476190476,"GO:0030855","hsapien_HuRI_GOBP_EXP","epithelial cell differentiation",4238,1292,"X","DNPH1","DDIT4L,DNPH1,KRBOX4,LMO1,PRKAB2,TSC22D4,VBP1","DNPH1,LMO1","DDIT4L,VBP1"
"1627.1","query_1",TRUE,0.0122699386503069,1,4,1,0.25,1,"GO:0090521","hsapien_HuRI_GOBP_EXP","glomerular visceral epithelial cell migration",4238,4892,"X","KANK2","DPEP2NB,FRS3,GOLGA6A,IKZF3,KANK2,MKRN3,TRAF4,TSGA10IP","FRS3,IKZF3,KANK2,TRAF4","IKZF3,MKRN3"
"1627.2","query_1",TRUE,0.0122699386503069,1,4,1,0.25,1,"GO:0072073","hsapien_HuRI_GOBP_EXP","kidney epithelium development",4238,5181,"X","KANK2","DPEP2NB,FRS3,GOLGA6A,IKZF3,KANK2,MKRN3,TRAF4,TSGA10IP","FRS3,IKZF3,KANK2,TRAF4","IKZF3,MKRN3"
"1627.3","query_1",TRUE,0.0245311895932857,2,4,1,0.25,0.5,"GO:0070563","hsapien_HuRI_GOBP_EXP","negative regulation of vitamin D receptor signaling pathway",4238,2402,"X","KANK2","DPEP2NB,FRS3,GOLGA6A,IKZF3,KANK2,MKRN3,TRAF4,TSGA10IP","FRS3,IKZF3,KANK2,TRAF4","IKZF3,MKRN3"
"1627.4","query_1",TRUE,0.036783756930778,3,4,1,0.25,0.333333333333333,"GO:0035023","hsapien_HuRI_GOBP_EXP","regulation of Rho protein signal transduction",4238,3705,"X","KANK2","DPEP2NB,FRS3,GOLGA6A,IKZF3,KANK2,MKRN3,TRAF4,TSGA10IP","FRS3,IKZF3,KANK2,TRAF4","IKZF3,MKRN3"
"1833.1","query_1",TRUE,3.40718162331089e-05,4,3,2,0.666666666666667,0.5,"GO:1903071","hsapien_HuRI_GOBP_EXP","positive regulation of ER-associated ubiquitin-dependent protein catabolic process",4238,654,"X,X","UBQLN1,UBQLN2","EVA1A,GYPA,PRR4,SELENOM,SGTB,TMEM31,UBQLN1,UBQLN2","PRR4,UBQLN1,UBQLN2","UBQLN1,UBQLN2"
"1833.2","query_1",TRUE,0.00183916467111575,26,3,2,0.666666666666667,0.0769230769230769,"GO:0030433","hsapien_HuRI_GOBP_EXP","ubiquitin-dependent ERAD pathway",4238,233,"X,X","UBQLN1,UBQLN2","EVA1A,GYPA,PRR4,SELENOM,SGTB,TMEM31,UBQLN1,UBQLN2","PRR4,UBQLN1,UBQLN2","UBQLN1,UBQLN2"
"1833.3","query_1",TRUE,0.0120339782916519,1,3,1,0.333333333333333,1,"GO:1901340","hsapien_HuRI_GOBP_EXP","negative regulation of store-operated calcium channel activity",4238,4167,"X","UBQLN1","EVA1A,GYPA,PRR4,SELENOM,SGTB,TMEM31,UBQLN1,UBQLN2","PRR4,UBQLN1,UBQLN2","UBQLN1,UBQLN2"
"1833.4","query_1",TRUE,0.0120339782916519,1,3,1,0.333333333333333,1,"GO:1900186","hsapien_HuRI_GOBP_EXP","negative regulation of clathrin-dependent endocytosis",4238,5045,"X","UBQLN2","EVA1A,GYPA,PRR4,SELENOM,SGTB,TMEM31,UBQLN1,UBQLN2","PRR4,UBQLN1,UBQLN2","UBQLN1,UBQLN2"
"1833.5","query_1",TRUE,0.0240622761592749,2,3,1,0.333333333333333,0.5,"GO:1904021","hsapien_HuRI_GOBP_EXP","negative regulation of G protein-coupled receptor internalization",4238,449,"X","UBQLN2","EVA1A,GYPA,PRR4,SELENOM,SGTB,TMEM31,UBQLN1,UBQLN2","PRR4,UBQLN1,UBQLN2","UBQLN1,UBQLN2"
"1833.6","query_1",TRUE,0.0240622761592749,2,3,1,0.333333333333333,0.5,"GO:0016241","hsapien_HuRI_GOBP_EXP","regulation of macroautophagy",4238,2943,"X","UBQLN2","EVA1A,GYPA,PRR4,SELENOM,SGTB,TMEM31,UBQLN1,UBQLN2","PRR4,UBQLN1,UBQLN2","UBQLN1,UBQLN2"
"1833.7","query_1",TRUE,0.0240622761592749,2,3,1,0.333333333333333,0.5,"GO:1902175","hsapien_HuRI_GOBP_EXP","regulation of oxidative stress-induced intrinsic apoptotic signaling pathway",4238,3165,"X","UBQLN1","EVA1A,GYPA,PRR4,SELENOM,SGTB,TMEM31,UBQLN1,UBQLN2","PRR4,UBQLN1,UBQLN2","UBQLN1,UBQLN2"
"1877.1","query_1",TRUE,0.00495516753185665,1,3,1,0.333333333333333,1,"GO:0048096","hsapien_HuRI_GOBP_EXP","chromatin-mediated maintenance of transcription",4238,2274,"X","SMARCD1","FAM110A,GOLGA6L9,IQCB1,LDOC1,MKRN3,SMARCD1,USHBP1,ZNF629,ZNF835","IQCB1,LDOC1,SMARCD1","GOLGA6L9,MKRN3"
"1877.2","query_1",TRUE,0.00990799606558379,2,3,1,0.333333333333333,0.5,"GO:0048496","hsapien_HuRI_GOBP_EXP","maintenance of animal organ identity",4238,1298,"X","IQCB1","FAM110A,GOLGA6L9,IQCB1,LDOC1,MKRN3,SMARCD1,USHBP1,ZNF629,ZNF835","IQCB1,LDOC1,SMARCD1","GOLGA6L9,MKRN3"
"1877.3","query_1",TRUE,0.0198066383473435,4,3,1,0.333333333333333,0.25,"GO:0045494","hsapien_HuRI_GOBP_EXP","photoreceptor cell maintenance",4238,4746,"X","IQCB1","FAM110A,GOLGA6L9,IQCB1,LDOC1,MKRN3,SMARCD1,USHBP1,ZNF629,ZNF835","IQCB1,LDOC1,SMARCD1","GOLGA6L9,MKRN3"
"1877.4","query_1",TRUE,0.029695931262654,6,3,1,0.333333333333333,0.166666666666667,"GO:0071225","hsapien_HuRI_GOBP_EXP","cellular response to muramyl dipeptide",4238,5220,"X","LDOC1","FAM110A,GOLGA6L9,IQCB1,LDOC1,MKRN3,SMARCD1,USHBP1,ZNF629,ZNF835","IQCB1,LDOC1,SMARCD1","GOLGA6L9,MKRN3"
"1877.5","query_1",TRUE,0.0346370730883184,7,3,1,0.333333333333333,0.142857142857143,"GO:0006337","hsapien_HuRI_GOBP_EXP","nucleosome disassembly",4238,239,"X","SMARCD1","FAM110A,GOLGA6L9,IQCB1,LDOC1,MKRN3,SMARCD1,USHBP1,ZNF629,ZNF835","IQCB1,LDOC1,SMARCD1","GOLGA6L9,MKRN3"
"1882.1","query_1",TRUE,0.0155733836715495,1,3,1,0.333333333333333,1,"GO:0002820","hsapien_HuRI_GOBP_EXP","negative regulation of adaptive immune response",4238,14,"X","TRIM27","FAM124A,MYO15B,NCK2,NEIL2,REL,SPATC1L,TRIM27","NCK2,REL,TRIM27","REL,TRIM27"
"1882.2","query_1",TRUE,0.0311394162061205,2,3,1,0.333333333333333,0.5,"GO:1903912","hsapien_HuRI_GOBP_EXP","negative regulation of endoplasmic reticulum stress-induced eIF2 alpha phosphorylation",4238,495,"X","NCK2","FAM124A,MYO15B,NCK2,NEIL2,REL,SPATC1L,TRIM27","NCK2,REL,TRIM27","REL,TRIM27"
"1882.3","query_1",TRUE,0.0311394162061205,2,3,1,0.333333333333333,0.5,"GO:0090281","hsapien_HuRI_GOBP_EXP","negative regulation of calcium ion import",4238,3837,"X","TRIM27","FAM124A,MYO15B,NCK2,NEIL2,REL,SPATC1L,TRIM27","NCK2,REL,TRIM27","REL,TRIM27"
"2035.1","query_1",TRUE,0.00283119016132671,2,2,1,0.5,0.5,"GO:0070085","hsapien_HuRI_GOBP_EXP","glycosylation",4238,2813,"X","COG6","COG6,FNDC11,KRT34,RAB3IL1,SCNM1,TTC7B","COG6,TTC7B","COG6,RAB3IL1"
"2035.2","query_1",TRUE,0.0070754693338958,5,2,1,0.5,0.2,"GO:0046854","hsapien_HuRI_GOBP_EXP","phosphatidylinositol phosphorylation",4238,200,"X","TTC7B","COG6,FNDC11,KRT34,RAB3IL1,SCNM1,TTC7B","COG6,TTC7B","COG6,RAB3IL1"
"2077.1","query_1",TRUE,0.0153374233128815,1,5,1,0.2,1,"GO:0015844","hsapien_HuRI_GOBP_EXP","monoamine transport",4238,2232,"X","PICK1","BYSL,FXR1,HMBOX1,LMO1,MEOX2,PICK1,ZNF417,ZNF71","FXR1,HMBOX1,LMO1,MEOX2,PICK1","BYSL,FXR1"
"2077.2","query_1",TRUE,0.0153374233128815,1,5,1,0.2,1,"GO:0060538","hsapien_HuRI_GOBP_EXP","skeletal muscle organ development",4238,2498,"X","FXR1","BYSL,FXR1,HMBOX1,LMO1,MEOX2,PICK1,ZNF417,ZNF71","FXR1,HMBOX1,LMO1,MEOX2,PICK1","BYSL,FXR1"
"2077.3","query_1",TRUE,0.0153374233128815,1,5,1,0.2,1,"GO:0007205","hsapien_HuRI_GOBP_EXP","protein kinase C-activating G protein-coupled receptor signaling pathway",4238,2558,"X","PICK1","BYSL,FXR1,HMBOX1,LMO1,MEOX2,PICK1,ZNF417,ZNF71","FXR1,HMBOX1,LMO1,MEOX2,PICK1","BYSL,FXR1"
"2077.4","query_1",TRUE,0.0306603671135485,2,5,1,0.2,0.5,"GO:0051972","hsapien_HuRI_GOBP_EXP","regulation of telomerase activity",4238,178,"X","HMBOX1","BYSL,FXR1,HMBOX1,LMO1,MEOX2,PICK1,ZNF417,ZNF71","FXR1,HMBOX1,LMO1,MEOX2,PICK1","BYSL,FXR1"
"2077.5","query_1",TRUE,0.0306603671135485,2,5,1,0.2,0.5,"GO:0007517","hsapien_HuRI_GOBP_EXP","muscle organ development",4238,1170,"X","FXR1","BYSL,FXR1,HMBOX1,LMO1,MEOX2,PICK1,ZNF417,ZNF71","FXR1,HMBOX1,LMO1,MEOX2,PICK1","BYSL,FXR1"
"2078.1","query_1",TRUE,0.0471920717319468,1,8,1,0.125,1,"GO:0007216","hsapien_HuRI_GOBP_EXP","G protein-coupled glutamate receptor signaling pathway",4238,1598,"X","TRPM1","FXR1,FXR2,KANK2,KIFC3,LZTS1,MCRS1,MFAP1,SYT6,TRPM1","FXR1,KANK2,KIFC3,LZTS1,MCRS1,MFAP1,SYT6,TRPM1","FXR1,FXR2"
"2078.2","query_1",TRUE,0.0471920717319468,1,8,1,0.125,1,"GO:0060538","hsapien_HuRI_GOBP_EXP","skeletal muscle organ development",4238,2498,"X","FXR1","FXR1,FXR2,KANK2,KIFC3,LZTS1,MCRS1,MFAP1,SYT6,TRPM1","FXR1,KANK2,KIFC3,LZTS1,MCRS1,MFAP1,SYT6,TRPM1","FXR1,FXR2"
"2078.3","query_1",TRUE,0.0471920717319468,1,8,1,0.125,1,"GO:0060402","hsapien_HuRI_GOBP_EXP","calcium ion transport into cytosol",4238,3897,"X","TRPM1","FXR1,FXR2,KANK2,KIFC3,LZTS1,MCRS1,MFAP1,SYT6,TRPM1","FXR1,KANK2,KIFC3,LZTS1,MCRS1,MFAP1,SYT6,TRPM1","FXR1,FXR2"
"2078.4","query_1",TRUE,0.0471920717319468,1,8,1,0.125,1,"GO:0071482","hsapien_HuRI_GOBP_EXP","cellular response to light stimulus",4238,4193,"X","TRPM1","FXR1,FXR2,KANK2,KIFC3,LZTS1,MCRS1,MFAP1,SYT6,TRPM1","FXR1,KANK2,KIFC3,LZTS1,MCRS1,MFAP1,SYT6,TRPM1","FXR1,FXR2"
"2078.5","query_1",TRUE,0.0471920717319468,1,8,1,0.125,1,"GO:0090521","hsapien_HuRI_GOBP_EXP","glomerular visceral epithelial cell migration",4238,4892,"X","KANK2","FXR1,FXR2,KANK2,KIFC3,LZTS1,MCRS1,MFAP1,SYT6,TRPM1","FXR1,KANK2,KIFC3,LZTS1,MCRS1,MFAP1,SYT6,TRPM1","FXR1,FXR2"
"2078.6","query_1",TRUE,0.0471920717319468,1,8,1,0.125,1,"GO:0072073","hsapien_HuRI_GOBP_EXP","kidney epithelium development",4238,5181,"X","KANK2","FXR1,FXR2,KANK2,KIFC3,LZTS1,MCRS1,MFAP1,SYT6,TRPM1","FXR1,KANK2,KIFC3,LZTS1,MCRS1,MFAP1,SYT6,TRPM1","FXR1,FXR2"
"2101.1","query_1",TRUE,3.15470646237332e-08,4,4,3,0.75,0.75,"GO:1903071","hsapien_HuRI_GOBP_EXP","positive regulation of ER-associated ubiquitin-dependent protein catabolic process",4238,654,"X,X,X","SGTA,UBQLN1,UBQLN2","GAL,RNF144A,SGTA,TMEM31,UBQLN1,UBQLN2","GAL,SGTA,UBQLN1,UBQLN2","SGTA,UBQLN1,UBQLN2"
"2101.2","query_1",TRUE,2.04256859375066e-05,26,4,3,0.75,0.115384615384615,"GO:0030433","hsapien_HuRI_GOBP_EXP","ubiquitin-dependent ERAD pathway",4238,233,"X,X,X","SGTA,UBQLN1,UBQLN2","GAL,RNF144A,SGTA,TMEM31,UBQLN1,UBQLN2","GAL,SGTA,UBQLN1,UBQLN2","SGTA,UBQLN1,UBQLN2"
"2101.3","query_1",TRUE,0.0235960358659748,1,4,1,0.25,1,"GO:0051795","hsapien_HuRI_GOBP_EXP","positive regulation of timing of catagen",4238,2585,"X","GAL","GAL,RNF144A,SGTA,TMEM31,UBQLN1,UBQLN2","GAL,SGTA,UBQLN1,UBQLN2","SGTA,UBQLN1,UBQLN2"
"2101.4","query_1",TRUE,0.0235960358659748,1,4,1,0.25,1,"GO:1902608","hsapien_HuRI_GOBP_EXP","positive regulation of large conductance calcium-activated potassium channel activity",4238,2910,"X","GAL","GAL,RNF144A,SGTA,TMEM31,UBQLN1,UBQLN2","GAL,SGTA,UBQLN1,UBQLN2","SGTA,UBQLN1,UBQLN2"
"2101.5","query_1",TRUE,0.0235960358659748,1,4,1,0.25,1,"GO:1901340","hsapien_HuRI_GOBP_EXP","negative regulation of store-operated calcium channel activity",4238,4167,"X","UBQLN1","GAL,RNF144A,SGTA,TMEM31,UBQLN1,UBQLN2","GAL,SGTA,UBQLN1,UBQLN2","SGTA,UBQLN1,UBQLN2"
"2101.6","query_1",TRUE,0.0235960358659748,1,4,1,0.25,1,"GO:1900186","hsapien_HuRI_GOBP_EXP","negative regulation of clathrin-dependent endocytosis",4238,5045,"X","UBQLN2","GAL,RNF144A,SGTA,TMEM31,UBQLN1,UBQLN2","GAL,SGTA,UBQLN1,UBQLN2","SGTA,UBQLN1,UBQLN2"
"2101.7","query_1",TRUE,0.0471753646024725,2,4,1,0.25,0.5,"GO:1904021","hsapien_HuRI_GOBP_EXP","negative regulation of G protein-coupled receptor internalization",4238,449,"X","UBQLN2","GAL,RNF144A,SGTA,TMEM31,UBQLN1,UBQLN2","GAL,SGTA,UBQLN1,UBQLN2","SGTA,UBQLN1,UBQLN2"
"2101.8","query_1",TRUE,0.0471753646024725,2,4,1,0.25,0.5,"GO:0016241","hsapien_HuRI_GOBP_EXP","regulation of macroautophagy",4238,2943,"X","UBQLN2","GAL,RNF144A,SGTA,TMEM31,UBQLN1,UBQLN2","GAL,SGTA,UBQLN1,UBQLN2","SGTA,UBQLN1,UBQLN2"
"2101.9","query_1",TRUE,0.0471753646024725,2,4,1,0.25,0.5,"GO:1902175","hsapien_HuRI_GOBP_EXP","regulation of oxidative stress-induced intrinsic apoptotic signaling pathway",4238,3165,"X","UBQLN1","GAL,RNF144A,SGTA,TMEM31,UBQLN1,UBQLN2","GAL,SGTA,UBQLN1,UBQLN2","SGTA,UBQLN1,UBQLN2"
"2101.10","query_1",TRUE,0.0471753646024725,2,4,1,0.25,0.5,"GO:1903070","hsapien_HuRI_GOBP_EXP","negative regulation of ER-associated ubiquitin-dependent protein catabolic process",4238,4145,"X","SGTA","GAL,RNF144A,SGTA,TMEM31,UBQLN1,UBQLN2","GAL,SGTA,UBQLN1,UBQLN2","SGTA,UBQLN1,UBQLN2"
"2143.1","query_1",TRUE,7.61365546343058e-05,4,4,2,0.5,0.5,"GO:1903071","hsapien_HuRI_GOBP_EXP","positive regulation of ER-associated ubiquitin-dependent protein catabolic process",4238,654,"X,X","UBQLN1,UBQLN2","ASPH,GET3,GOLM1,GUCA2A,SMIM19,TRAM1,UBQLN1,UBQLN2","ASPH,GET3,UBQLN1,UBQLN2","UBQLN1,UBQLN2"
"2143.2","query_1",TRUE,0.00409555044941681,26,4,2,0.5,0.0769230769230769,"GO:0030433","hsapien_HuRI_GOBP_EXP","ubiquitin-dependent ERAD pathway",4238,233,"X,X","UBQLN1,UBQLN2","ASPH,GET3,GOLM1,GUCA2A,SMIM19,TRAM1,UBQLN1,UBQLN2","ASPH,GET3,UBQLN1,UBQLN2","UBQLN1,UBQLN2"
"2143.3","query_1",TRUE,0.0179329872581409,1,4,1,0.25,1,"GO:1901340","hsapien_HuRI_GOBP_EXP","negative regulation of store-operated calcium channel activity",4238,4167,"X","UBQLN1","ASPH,GET3,GOLM1,GUCA2A,SMIM19,TRAM1,UBQLN1,UBQLN2","ASPH,GET3,UBQLN1,UBQLN2","UBQLN1,UBQLN2"
"2143.4","query_1",TRUE,0.0179329872581409,1,4,1,0.25,1,"GO:1900186","hsapien_HuRI_GOBP_EXP","negative regulation of clathrin-dependent endocytosis",4238,5045,"X","UBQLN2","ASPH,GET3,GOLM1,GUCA2A,SMIM19,TRAM1,UBQLN1,UBQLN2","ASPH,GET3,UBQLN1,UBQLN2","UBQLN1,UBQLN2"
"2143.5","query_1",TRUE,0.0358532770978791,2,4,1,0.25,0.5,"GO:1904021","hsapien_HuRI_GOBP_EXP","negative regulation of G protein-coupled receptor internalization",4238,449,"X","UBQLN2","ASPH,GET3,GOLM1,GUCA2A,SMIM19,TRAM1,UBQLN1,UBQLN2","ASPH,GET3,UBQLN1,UBQLN2","UBQLN1,UBQLN2"
"2143.6","query_1",TRUE,0.0358532770978791,2,4,1,0.25,0.5,"GO:0016241","hsapien_HuRI_GOBP_EXP","regulation of macroautophagy",4238,2943,"X","UBQLN2","ASPH,GET3,GOLM1,GUCA2A,SMIM19,TRAM1,UBQLN1,UBQLN2","ASPH,GET3,UBQLN1,UBQLN2","UBQLN1,UBQLN2"
"2143.7","query_1",TRUE,0.0358532770978791,2,4,1,0.25,0.5,"GO:1902175","hsapien_HuRI_GOBP_EXP","regulation of oxidative stress-induced intrinsic apoptotic signaling pathway",4238,3165,"X","UBQLN1","ASPH,GET3,GOLM1,GUCA2A,SMIM19,TRAM1,UBQLN1,UBQLN2","ASPH,GET3,UBQLN1,UBQLN2","UBQLN1,UBQLN2"
"2205.1","query_1",TRUE,0.0160434109141847,2,2,1,0.5,0.5,"GO:1903551","hsapien_HuRI_GOBP_EXP","regulation of extracellular exosome assembly",4238,4505,"X","TSG101","CCHCR1,GOLGA6L2,KRT31,KRT75,NEK6,TRIM54,TRIML2,TSG101","NEK6,TSG101","KRT31,TRIM54,TRIML2"
"2205.2","query_1",TRUE,0.0240622761592674,3,2,1,0.5,0.333333333333333,"GO:0006858","hsapien_HuRI_GOBP_EXP","extracellular transport",4238,1003,"X","TSG101","CCHCR1,GOLGA6L2,KRT31,KRT75,NEK6,TRIM54,TRIML2,TSG101","NEK6,TSG101","KRT31,TRIM54,TRIML2"
"2205.3","query_1",TRUE,0.0240622761592674,3,2,1,0.5,0.333333333333333,"GO:1902186","hsapien_HuRI_GOBP_EXP","regulation of viral release from host cell",4238,2506,"X","TSG101","CCHCR1,GOLGA6L2,KRT31,KRT75,NEK6,TRIM54,TRIML2,TSG101","NEK6,TSG101","KRT31,TRIM54,TRIML2"
"2205.4","query_1",TRUE,0.0240622761592674,3,2,1,0.5,0.333333333333333,"GO:1903774","hsapien_HuRI_GOBP_EXP","positive regulation of viral budding via host ESCRT complex",4238,3219,"X","TSG101","CCHCR1,GOLGA6L2,KRT31,KRT75,NEK6,TRIM54,TRIML2,TSG101","NEK6,TSG101","KRT31,TRIM54,TRIML2"
"2205.5","query_1",TRUE,0.0320792479296756,4,2,1,0.5,0.25,"GO:0030071","hsapien_HuRI_GOBP_EXP","regulation of mitotic metaphase/anaphase transition",4238,641,"X","NEK6","CCHCR1,GOLGA6L2,KRT31,KRT75,NEK6,TRIM54,TRIML2,TSG101","NEK6,TSG101","KRT31,TRIM54,TRIML2"
"2205.6","query_1",TRUE,0.0400943262254095,5,2,1,0.5,0.2,"GO:0042059","hsapien_HuRI_GOBP_EXP","negative regulation of epidermal growth factor receptor signaling pathway",4238,335,"X","TSG101","CCHCR1,GOLGA6L2,KRT31,KRT75,NEK6,TRIM54,TRIML2,TSG101","NEK6,TSG101","KRT31,TRIM54,TRIML2"
"2205.7","query_1",TRUE,0.0400943262254095,5,2,1,0.5,0.2,"GO:0043405","hsapien_HuRI_GOBP_EXP","regulation of MAP kinase activity",4238,2530,"X","TSG101","CCHCR1,GOLGA6L2,KRT31,KRT75,NEK6,TRIM54,TRIML2,TSG101","NEK6,TSG101","KRT31,TRIM54,TRIML2"
"2239.1","query_1",TRUE,6.01456661204921e-06,4,2,2,1,0.5,"GO:1903071","hsapien_HuRI_GOBP_EXP","positive regulation of ER-associated ubiquitin-dependent protein catabolic process",4238,654,"X,X","SGTA,UBQLN2","CTAG1A,CTAG1B,GPX7,RSRC2,SGTA,SGTB,UBQLN2","SGTA,UBQLN2","SGTA,UBQLN2"
"2239.2","query_1",TRUE,0.000325789024819332,26,2,2,1,0.0769230769230769,"GO:0030433","hsapien_HuRI_GOBP_EXP","ubiquitin-dependent ERAD pathway",4238,233,"X,X","SGTA,UBQLN2","CTAG1A,CTAG1B,GPX7,RSRC2,SGTA,SGTB,UBQLN2","SGTA,UBQLN2","SGTA,UBQLN2"
"2239.3","query_1",TRUE,0.00424728645587447,1,2,1,0.5,1,"GO:1900186","hsapien_HuRI_GOBP_EXP","negative regulation of clathrin-dependent endocytosis",4238,5045,"X","UBQLN2","CTAG1A,CTAG1B,GPX7,RSRC2,SGTA,SGTB,UBQLN2","SGTA,UBQLN2","SGTA,UBQLN2"
"2239.4","query_1",TRUE,0.00849357048398014,2,2,1,0.5,0.5,"GO:1904021","hsapien_HuRI_GOBP_EXP","negative regulation of G protein-coupled receptor internalization",4238,449,"X","UBQLN2","CTAG1A,CTAG1B,GPX7,RSRC2,SGTA,SGTB,UBQLN2","SGTA,UBQLN2","SGTA,UBQLN2"
"2239.5","query_1",TRUE,0.00849357048398014,2,2,1,0.5,0.5,"GO:0016241","hsapien_HuRI_GOBP_EXP","regulation of macroautophagy",4238,2943,"X","UBQLN2","CTAG1A,CTAG1B,GPX7,RSRC2,SGTA,SGTB,UBQLN2","SGTA,UBQLN2","SGTA,UBQLN2"
"2239.6","query_1",TRUE,0.00849357048398014,2,2,1,0.5,0.5,"GO:1903070","hsapien_HuRI_GOBP_EXP","negative regulation of ER-associated ubiquitin-dependent protein catabolic process",4238,4145,"X","SGTA","CTAG1A,CTAG1B,GPX7,RSRC2,SGTA,SGTB,UBQLN2","SGTA,UBQLN2","SGTA,UBQLN2"
"2239.7","query_1",TRUE,0.0212264080016874,5,2,1,0.5,0.2,"GO:2000785","hsapien_HuRI_GOBP_EXP","regulation of autophagosome assembly",4238,806,"X","UBQLN2","CTAG1A,CTAG1B,GPX7,RSRC2,SGTA,SGTB,UBQLN2","SGTA,UBQLN2","SGTA,UBQLN2"
"2239.8","query_1",TRUE,0.0212264080016874,5,2,1,0.5,0.2,"GO:0071816","hsapien_HuRI_GOBP_EXP","tail-anchored membrane protein insertion into ER membrane",4238,2748,"X","SGTA","CTAG1A,CTAG1B,GPX7,RSRC2,SGTA,SGTB,UBQLN2","SGTA,UBQLN2","SGTA,UBQLN2"
"2239.9","query_1",TRUE,0.0297099542079856,7,2,1,0.5,0.142857142857143,"GO:2000059","hsapien_HuRI_GOBP_EXP","negative regulation of ubiquitin-dependent protein catabolic process",4238,2142,"X","SGTA","CTAG1A,CTAG1B,GPX7,RSRC2,SGTA,SGTB,UBQLN2","SGTA,UBQLN2","SGTA,UBQLN2"
"2274.1","query_1",TRUE,2.3378937840719e-05,5,3,2,0.666666666666667,0.4,"GO:0071816","hsapien_HuRI_GOBP_EXP","tail-anchored membrane protein insertion into ER membrane",4238,2748,"X,X","SGTA,UBL4A","CTAG1A,CTAG1B,GTF2I,SEC14L4,SGTA,SGTB,TEPSIN,TRIM54,UBL4A","GTF2I,SGTA,UBL4A","SGTA,TEPSIN,TRIM54"
